Loja,Ref. Basica,Descriçao,Saldo em Estoque,Estoque $ Custo,Estoque $ Venda,Tab Preco Custo,PV Tab Venda,PV Tab Promo,PV Tab P Original,Razão Social Fornecedor,Nome Fantasia Fornecedor,Marca,Coleção,Categoria,SubCategoria,Origem,Material,Grupo,Artigo,Modelo,Dt. Saldo,Cod. Saldo
242 - UK - RECIFE 4 - 242,2 04 01 008686,POCHETE NY SATIN 70602 V26,1,84,269,84,269,269,269,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,ACESSORIOS,ACESSORIOS,NACIONAL,SATIN,ACESSORIOS,POCHETE,70602V26,10/24/2025,1
240 - UK - RECIFE 3 - 240,2 01 05 008522,BOLSA NY SATIN 61285 I25,1,110,389,110,389,389,389,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,INVERNO 2025,BOLSAS,BOLSA OUTROS,NACIONAL,SATIN,BOLSAS ESPECIAIS,BOLSA OMBRO,61285I25,3/14/2026,1
226 - UK - RECIFE - 226,2 01 05 008673,BOLSA PU 61264 V26,1,53,189,53,189,189,189,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,NACIONAL,PU,BOLSAS PU,BOLSA TRANSPASSE,61264V26,3/6/2026,1
226 - UK - RECIFE - 226,2 01 05 008671,BOLSA PU 61397 V26,1,97,329,97,329,329,329,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,NACIONAL,PU,BOLSAS PU,BOLSA OMBRO,61397V26,10/6/2025,1
240 - UK - RECIFE 3 - 240,2 01 03 008509,BOLSA COURO 61107 I25,1,165,569,165,569,569,569,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,INVERNO 2025,BOLSAS,BOLSA COURO,NACIONAL,COURO,BOLSAS COURO,BOLSA MULTIUSO,61107I25,7/14/2025,1
240 - UK - RECIFE 3 - 240,2 01 03 008635,BOLSA COURO 61261 I25,1,160,559,160,559,559,559,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,INVERNO 2025,BOLSAS,BOLSA COURO,NACIONAL,COURO,BOLSAS COURO,BOLSA OMBRO,61261I25,3/5/2026,1
226 - UK - RECIFE - 226,2 04 13 008653,NECESSAIRE NY SATIN 70546 V26,2,90,278,45,139,139,139,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,ACESSORIOS,NECESSAIRES,NACIONAL,SATIN,NECESSAIRES,NECESSAIRE,70546V26,3/6/2026,1
242 - UK - RECIFE 4 - 242,2 04 13 008653,NECESSAIRE NY SATIN 70546 V26,2,90,278,45,139,139,139,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,ACESSORIOS,NECESSAIRES,NACIONAL,SATIN,NECESSAIRES,NECESSAIRE,70546V26,3/19/2026,1
242 - UK - RECIFE 4 - 242,2 04 13 008729,NECESSAIRE CRISTAL/ESTAMPA 70600 V26,1,"36,5",129,"36,5",129,129,129,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,ACESSORIOS,NECESSAIRES,NACIONAL,CRISTAL/NY ESTAMPADO,NECESSAIRES,NECESSAIRE,70600V26,3/13/2026,1
238 - UK - RECIFE 2 - 238,2 01 05 008722,BOLSA LONA 61202 V26,1,81,259,81,259,259,259,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,NACIONAL,LONA,BOLSAS ESPECIAIS,BOLSA OMBRO,61202V26,2/27/2026,1
238 - UK - RECIFE 2 - 238,2 03 12 008184,MOCHILA VELA 61194 UK REVELA,1,114,399,114,399,399,399,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,UK REVELA,MOCHILAS,MOCHILA OUTROS,NACIONAL,VELA,MOCHILAS/MALAS,MOCHILA,61194UKREVELA,3/13/2026,1
226 - UK - RECIFE - 226,2 04 01 007447,POCHETE BIKE NYLON 70447 V23,3,150,237,50,179,79,179,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2023,ACESSORIOS,ACESSORIOS,NACIONAL,NYLON,ACESSORIOS,POCHETE,70447V23,9/1/2023,1
238 - UK - RECIFE 2 - 238,2 01 04 007402,BOLSA NY. MATELASSE 60911 I22,1,97,219,97,319,219,319,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,INVERNO 2022,BOLSAS,BOLSA NYLON,NACIONAL,NYLON MATELASSE,BOLSAS ESPECIAIS,BOLSA OMBRO,60911I22,1/2/2024,1
242 - UK - RECIFE 4 - 242,2 04 02 008500,COLAR METAL CI25L,5,150,545,30,109,109,109,SRR COUTINHO COMERCIO DE BIJUTERIAS EM GERAL ME,SANDRA BIJOUX,UNCLE K,INVERNO 2025,ACESSORIOS,BIJUTERIA,NACIONAL,METAL,BIJUTERIA,COLAR,CI25L,3/17/2026,1
238 - UK - RECIFE 2 - 238,2 04 02 008497,COLAR METAL CI25I,2,56,138,28,99,69,99,SRR COUTINHO COMERCIO DE BIJUTERIAS EM GERAL ME,SANDRA BIJOUX,UNCLE K,INVERNO 2025,ACESSORIOS,BIJUTERIA,NACIONAL,METAL,BIJUTERIA,COLAR,CI25I,11/21/2025,1
226 - UK - RECIFE - 226,2 04 02 007484,CORDINHA PARA OCULOS FITA CV23D,5,"83,5",195,"16,7",59,39,59,SRR COUTINHO COMERCIO DE BIJUTERIAS EM GERAL ME,SANDRA BIJOUX,UNCLE K,VERAO 2023,ACESSORIOS,BIJUTERIA,NACIONAL,FITA,BIJUTERIA,CORDINHA PARA OCULOS,CV23D,12/14/2024,1
226 - UK - RECIFE - 226,2 04 02 007488,CORDINHA P/ OCULOS CORDA CV23H,4,"66,8",116,"16,7",59,29,59,SRR COUTINHO COMERCIO DE BIJUTERIAS EM GERAL ME,SANDRA BIJOUX,UNCLE K,VERAO 2023,ACESSORIOS,BIJUTERIA,NACIONAL,RESINA/CORDA,BIJUTERIA,COLAR,CV23H,3/6/2026,1
226 - UK - RECIFE - 226,2 02 14 008757,RASTEIRA NOBUCK VEG OASIS V26,1,"59,9",199,"59,9",199,199,199,CALCADOS PERTHO LTDA-ME,NICOLLI ROSSETTI,UNCLE K,VERAO 2026,CALCADOS,SANDALIA  RASTEIRA,NACIONAL,NOBUCK VEGGIE,CALCADOS,RASTEIRA,OASISV26,1/24/2026,1
226 - UK - RECIFE - 226,2 02 14 008757,RASTEIRA NOBUCK VEG OASIS V26,1,"59,9",199,"59,9",199,199,199,CALCADOS PERTHO LTDA-ME,NICOLLI ROSSETTI,UNCLE K,VERAO 2026,CALCADOS,SANDALIA  RASTEIRA,NACIONAL,NOBUCK VEGGIE,CALCADOS,RASTEIRA,OASISV26,3/3/2026,1
240 - UK - RECIFE 3 - 240,2 02 14 008756,RASTEIRA NAPA VEG WOOD V26,1,41,149,41,149,149,149,CALCADOS PERTHO LTDA-ME,NICOLLI ROSSETTI,UNCLE K,VERAO 2026,CALCADOS,SANDALIA  RASTEIRA,NACIONAL,NAPA VEGGIE,CALCADOS,RASTEIRA,WOODV26,1/26/2026,1
238 - UK - RECIFE 2 - 238,2 02 14 008750,RASTEIRA NOBUCK VEG JARDIN V26,3,138,387,46,159,129,159,CALCADOS PERTHO LTDA-ME,NICOLLI ROSSETTI,UNCLE K,VERAO 2026,CALCADOS,SANDALIA  RASTEIRA,NACIONAL,NOBUCK VEGGIE,CALCADOS,RASTEIRA,JARDINV26,3/2/2026,1
238 - UK - RECIFE 2 - 238,2 02 14 008775,RASTEIRA VEGGIE SPRING V26,6,"251,4",834,"41,9",139,139,139,CALCADOS PERTHO LTDA-ME,NICOLLI ROSSETTI,UNCLE K,VERAO 2026,CALCADOS,SANDALIA  RASTEIRA,NACIONAL,VEGGIE,CALCADOS,RASTEIRA,SPRINGV26,3/14/2026,1
226 - UK - RECIFE - 226,2 02 14 008775,RASTEIRA VEGGIE SPRING V26,2,"83,8",278,"41,9",139,139,139,CALCADOS PERTHO LTDA-ME,NICOLLI ROSSETTI,UNCLE K,VERAO 2026,CALCADOS,SANDALIA  RASTEIRA,NACIONAL,VEGGIE,CALCADOS,RASTEIRA,SPRINGV26,1/24/2026,1
240 - UK - RECIFE 3 - 240,2 02 14 008775,RASTEIRA VEGGIE SPRING V26,1,"41,9",139,"41,9",139,139,139,CALCADOS PERTHO LTDA-ME,NICOLLI ROSSETTI,UNCLE K,VERAO 2026,CALCADOS,SANDALIA  RASTEIRA,NACIONAL,VEGGIE,CALCADOS,RASTEIRA,SPRINGV26,3/11/2026,1
226 - UK - RECIFE - 226,2 02 14 008775,RASTEIRA VEGGIE SPRING V26,2,"83,8",278,"41,9",139,139,139,CALCADOS PERTHO LTDA-ME,NICOLLI ROSSETTI,UNCLE K,VERAO 2026,CALCADOS,SANDALIA  RASTEIRA,NACIONAL,VEGGIE,CALCADOS,RASTEIRA,SPRINGV26,3/3/2026,1
240 - UK - RECIFE 3 - 240,2 02 14 008774,RASTEIRA CAMURCA VEG CINQ V26,1,"39,9",139,"39,9",139,139,139,CALCADOS PERTHO LTDA-ME,NICOLLI ROSSETTI,UNCLE K,VERAO 2026,CALCADOS,SANDALIA  RASTEIRA,NACIONAL,CAMURCA VEGGIE,CALCADOS,RASTEIRA,CINQV26,2/20/2026,1
238 - UK - RECIFE 2 - 238,2 02 15 008881,RASTEIRA NAPA VEG FISHY I26,18,1017,3582,"56,5",199,199,199,CALCADOS PERTHO LTDA-ME,NICOLLI ROSSETTI,UNCLE K,INVERNO 2026,CALCADOS,SANDALIA,NACIONAL,NAPA VEGGIE,CALCADOS,RASTEIRA,FISHYI26,3/18/2026,1
242 - UK - RECIFE 4 - 242,2 02 16 008739,SAPATILHA NOBUCK VEG BOTANIK V26,1,53,139,53,179,139,179,CALCADOS PERTHO LTDA-ME,NICOLLI ROSSETTI,UNCLE K,VERAO 2026,CALCADOS,SAPATILHA,NACIONAL,NOBUCK VEGGIE,CALCADOS,SAPATILHA,BOTANIKV26,3/3/2026,1
226 - UK - RECIFE - 226,2 02 15 008868,RASTEIRA NAPA VEG IKEBANA I26,9,414,1431,46,159,159,159,CALCADOS PERTHO LTDA-ME,NICOLLI ROSSETTI,UNCLE K,INVERNO 2026,CALCADOS,SANDALIA,NACIONAL,NAPA VEGGIE,CALCADOS,RASTEIRA,IKEBANAI26,2/11/2026,1
238 - UK - RECIFE 2 - 238,2 02 15 008868,RASTEIRA NAPA VEG IKEBANA I26,1,46,159,46,159,159,159,CALCADOS PERTHO LTDA-ME,NICOLLI ROSSETTI,UNCLE K,INVERNO 2026,CALCADOS,SANDALIA,NACIONAL,NAPA VEGGIE,CALCADOS,RASTEIRA,IKEBANAI26,2/24/2026,1
240 - UK - RECIFE 3 - 240,2 02 15 008868,RASTEIRA NAPA VEG IKEBANA I26,2,92,318,46,159,159,159,CALCADOS PERTHO LTDA-ME,NICOLLI ROSSETTI,UNCLE K,INVERNO 2026,CALCADOS,SANDALIA,NACIONAL,NAPA VEGGIE,CALCADOS,RASTEIRA,IKEBANAI26,3/10/2026,1
226 - UK - RECIFE - 226,2 04 07 008978,CARTEIRA COURO 70499 I26,17,"926,5",2873,"54,5",169,169,169,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,INVERNO 2026,ACESSORIOS,CARTEIRA COURO,NACIONAL,COURO,CARTEIRAS,CARTEIRA COURO,70499I26,3/4/2026,1
238 - UK - RECIFE 2 - 238,2 04 01 008473,BOLSINHA DE MAO NY 70416 I25,1,"39,98",99,"39,98",139,99,139,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,INVERNO 2025,ACESSORIOS,ACESSORIOS,NACIONAL,NYLON,ACESSORIOS,BOLSA DE MAO,70416I25,2/25/2026,1
242 - UK - RECIFE 4 - 242,2 04 01 008285,ALCA COURO 70573 V25,1,"35,42",129,"35,42",129,129,129,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2025,ACESSORIOS,ACESSORIOS,NACIONAL,COURO,ACESSORIOS,ALCA DE BOLSA,70573V25,3/3/2026,1
238 - UK - RECIFE 2 - 238,2 04 19 008582,CARTEIRA SINTETICO 70533 I25,3,"254,13",447,"84,71",219,149,219,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,INVERNO 2025,ACESSORIOS,CARTEIRAS,NACIONAL,SINTETICO,CARTEIRAS,CARTEIRA,70533I25,10/4/2025,1
240 - UK - RECIFE 3 - 240,2 04 01 008642,BAG CHARMS COURO 70588 V26,1,"28,28",59,"28,28",89,59,89,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2026,ACESSORIOS,ACESSORIOS,NACIONAL,COURO,ACESSORIOS,CHAVEIRO,70588V26,12/17/2025,1
242 - UK - RECIFE 4 - 242,2 04 01 008641,KIT SORRISO COURO 70217 V26,1,52,119,52,159,119,159,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2026,ACESSORIOS,ACESSORIOS,NACIONAL,COURO,ACESSORIOS,KIT SORRISO,70217V26,12/23/2025,1
240 - UK - RECIFE 3 - 240,2 04 01 008640,PORTA PASSAPORTE COURO 70350 V26,1,53,119,53,159,119,159,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2026,ACESSORIOS,ACESSORIOS,NACIONAL,COURO,ACESSORIOS,PORTA PASSAPORTE,70350V26,3/7/2026,1
238 - UK - RECIFE 2 - 238,2 04 01 008908,BAG CHARM SINTETICO 70622 I26,6,168,534,28,89,89,89,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,INVERNO 2026,ACESSORIOS,ACESSORIOS,NACIONAL,SINTETICO,ACESSORIOS,CHAVEIRO,70622I26,3/4/2026,1
238 - UK - RECIFE 2 - 238,2 04 01 008331,CHAVEIRO COURO 70552 V25,1,23,69,23,69,69,69,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2025,ACESSORIOS,ACESSORIOS,NACIONAL,COURO,ACESSORIOS,CHAVEIRO,70552V25,2/22/2025,1
238 - UK - RECIFE 2 - 238,2 04 07 008651,CARTEIRA COURO 70347 V26,1,"75,67",229,"75,67",229,229,229,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2026,ACESSORIOS,CARTEIRA COURO,NACIONAL,COURO,CARTEIRAS,CARTEIRA COURO,70347V26,11/13/2025,1
240 - UK - RECIFE 3 - 240,2 04 07 008651,CARTEIRA COURO 70347 V26,1,"75,67",229,"75,67",229,229,229,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2026,ACESSORIOS,CARTEIRA COURO,NACIONAL,COURO,CARTEIRAS,CARTEIRA COURO,70347V26,8/8/2025,1
238 - UK - RECIFE 2 - 238,2 04 07 008702,CARTEIRA COURO 70499 V26,4,"211,44",676,"52,86",169,169,169,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2026,ACESSORIOS,CARTEIRA COURO,NACIONAL,COURO,CARTEIRAS,CARTEIRA COURO,70499V26,12/16/2025,1
242 - UK - RECIFE 4 - 242,2 04 07 008701,CARTEIRA COURO 70426 V26,1,"89,9",269,"89,9",269,269,269,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2026,ACESSORIOS,CARTEIRA COURO,NACIONAL,COURO,CARTEIRAS,CARTEIRA COURO,70426V26,10/25/2025,1
226 - UK - RECIFE - 226,2 04 07 007782,CARTEIRA COURO 70376,1,"42,14",159,"42,14",159,159,159,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,INVERNO 2023,ACESSORIOS,CARTEIRA COURO,NACIONAL,COURO,MASCULINO,CARTEIRA MASCULINA,70376I23,3/1/2026,1
238 - UK - RECIFE 2 - 238,2 04 07 008375,CARTEIRA COURO 70444 V25,1,54,119,54,179,119,179,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2025,ACESSORIOS,CARTEIRA COURO,NACIONAL,COURO,CARTEIRAS,CARTEIRA COURO,70444V25,2/26/2026,1
238 - UK - RECIFE 2 - 238,2 04 19 008377,CARTEIRA PU 70533 V25,2,"158,92",298,"79,46",219,149,219,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2025,ACESSORIOS,CARTEIRAS,NACIONAL,PU,CARTEIRAS,CARTEIRA,70533V25,2/28/2025,1
240 - UK - RECIFE 3 - 240,2 04 01 06666,CHAVEIRO DIA DOS PAIS,12,"182,04","0,12","15,17","0,01","0,01","0,01",MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,,,,,,,,,6/6/2024,1
226 - UK - RECIFE - 226,2 04 01 007326,PORTA NIQUEL NYLON 70388 I22,2,"58,28",58,"29,14",89,29,89,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,INVERNO 2022,ACESSORIOS,ACESSORIOS,NACIONAL,NYLON,ACESSORIOS,PORTA NIQUEL,70388I22,9/14/2025,1
226 - UK - RECIFE - 226,2 02 06 007719,GALOCHA BORRACHA MONSOON I23,1,87,199,87,299,199,299,MOULD IND. DE MATRIZES LTDA,CHERRY,UNCLE K,INVERNO 2023,CALCADOS,BOTA,NACIONAL,BORRACHA,CALCADOS,GALOCHA,MONSOONI23,11/28/2025,1
242 - UK - RECIFE 4 - 242,2 04 01 007639,GUARDA CHUVA POLIESTER MINI FUN P,1,"51,9",169,"51,9",169,169,169,GUARDACHUVARIA CONTORNOS,CONTORNOS 2,UNCLE K,INVERNO 2023,ACESSORIOS,ACESSORIOS,NACIONAL,POLIESTER,ACESSORIOS,GUARDA-CHUVA,MINIFUNPI23,7/11/2025,1
242 - UK - RECIFE 4 - 242,2 04 01 007639,GUARDA CHUVA POLIESTER MINI FUN P,1,"51,9",169,"51,9",169,169,169,GUARDACHUVARIA CONTORNOS,CONTORNOS 2,UNCLE K,INVERNO 2023,ACESSORIOS,ACESSORIOS,NACIONAL,POLIESTER,ACESSORIOS,GUARDA-CHUVA,MINIFUNPI23,7/4/2025,1
242 - UK - RECIFE 4 - 242,2 02 17 008270,SAPATO NOBUCK VEG FRANCIS V25,1,92,"174,5",92,349,"174,5",349,INDUSTRIA E COMERCIO DE CALCADOS S SANTOS LTDA,SUZANA SANTOS,UNCLE K,VERAO 2025,CALCADOS,SAPATO,NACIONAL,NOBUCK VEGGIE,CALCADOS,SAPATO BONECA,FRANCISV25,4/17/2025,1
226 - UK - RECIFE - 226,2 02 14 008764,RASTEIRA NOBUCK VEG BIJOUX V26,1,49,159,49,159,159,159,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,VERAO 2026,CALCADOS,SANDALIA  RASTEIRA,NACIONAL,NOBUCK VEGGIE,CALCADOS,RASTEIRA,BIJOUXV26,1/6/2026,1
226 - UK - RECIFE - 226,2 02 15 008165,ANABELA NOBUCK VEG NEW RAPHA I24,1,79,279,79,279,279,279,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,INVERNO 2024,CALCADOS,SANDALIA,NACIONAL,NOBUCK VEGGIE,CALCADOS,ANABELA,NEWRAPHAI24,3/19/2025,1
242 - UK - RECIFE 4 - 242,2 02 15 008849,RASTEIRA NAPA/CAMURCA VEG EMBAU V26,1,36,149,36,149,149,149,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,ALTO VERAO 2026,CALCADOS,SANDALIA,NACIONAL,NAPA/CAMURCA VEGGIE,CALCADOS,RASTEIRA,EMBAUV26,3/9/2026,1
242 - UK - RECIFE 4 - 242,2 02 15 008849,RASTEIRA NAPA/CAMURCA VEG EMBAU V26,1,36,149,36,149,149,149,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,ALTO VERAO 2026,CALCADOS,SANDALIA,NACIONAL,NAPA/CAMURCA VEGGIE,CALCADOS,RASTEIRA,EMBAUV26,1/23/2026,1
238 - UK - RECIFE 2 - 238,2 02 14 008846,RASTEIRA CAMURCA VEGGIE ESPELHO V26,1,45,179,45,179,179,179,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,ALTO VERAO 2026,CALCADOS,SANDALIA,NACIONAL,CAMURCA VEGGIE,CALCADOS,RASTEIRA,ESPELHOV26,12/26/2025,1
238 - UK - RECIFE 2 - 238,2 02 14 008846,RASTEIRA CAMURCA VEGGIE ESPELHO V26,1,45,179,45,179,179,179,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,ALTO VERAO 2026,CALCADOS,SANDALIA,NACIONAL,CAMURCA VEGGIE,CALCADOS,RASTEIRA,ESPELHOV26,1/6/2026,1
226 - UK - RECIFE - 226,2 02 14 008846,RASTEIRA CAMURCA VEGGIE ESPELHO V26,1,45,179,45,179,179,179,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,ALTO VERAO 2026,CALCADOS,SANDALIA,NACIONAL,CAMURCA VEGGIE,CALCADOS,RASTEIRA,ESPELHOV26,2/5/2026,1
226 - UK - RECIFE - 226,2 02 14 008773,RASTEIRA NAPA VEG QUINTA V26,1,36,129,36,129,129,129,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,VERAO 2026,CALCADOS,SANDALIA  RASTEIRA,NACIONAL,NAPA VEGGIE,CALCADOS,RASTEIRA,QUINTAV26,11/30/2025,1
226 - UK - RECIFE - 226,2 02 14 008773,RASTEIRA NAPA VEG QUINTA V26,1,36,129,36,129,129,129,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,VERAO 2026,CALCADOS,SANDALIA  RASTEIRA,NACIONAL,NAPA VEGGIE,CALCADOS,RASTEIRA,QUINTAV26,11/21/2025,1
238 - UK - RECIFE 2 - 238,2 02 18 008749,TENIS VEGGIE KA V26,1,84,349,84,349,349,349,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,VERAO 2026,CALCADOS,TENIS,NACIONAL,VEGGIE,CALCADOS,TENIS,KAV26,10/4/2025,1
238 - UK - RECIFE 2 - 238,2 02 18 008749,TENIS VEGGIE KA V26,1,84,349,84,349,349,349,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,VERAO 2026,CALCADOS,TENIS,NACIONAL,VEGGIE,CALCADOS,TENIS,KAV26,1/21/2026,1
238 - UK - RECIFE 2 - 238,2 02 15 008740,PAPETE NAPA VEG CANYON V26,1,57,189,57,189,189,189,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,VERAO 2026,CALCADOS,SANDALIA,NACIONAL,NAPA VEGGIE,CALCADOS,PAPETE,CANYONV26,11/27/2025,1
242 - UK - RECIFE 4 - 242,2 02 15 008740,PAPETE NAPA VEG CANYON V26,1,57,189,57,189,189,189,INDUSTRIA E COMERCIO DE CALCADOS S.SANTOS LTDA,RENATA MELLO,UNCLE K,VERAO 2026,CALCADOS,SANDALIA,NACIONAL,NAPA VEGGIE,CALCADOS,PAPETE,CANYONV26,8/27/2025,1
240 - UK - RECIFE 3 - 240,2 04 01 008038,KIT MEIAS ALGODAO HAPPY I24,3,"42,6",177,"14,2",59,59,59,BRICAM COMERCIO VAREJISTA DE ARTIGOS E PRODUTOS LTDA,BRICAM COMERCIO VAREJISTA DE ARTIGOS E P,UNCLE K,INVERNO 2024,ACESSORIOS,ACESSORIOS,NACIONAL,ALGODAO,ACESSORIOS,MEIA,KITHAPPYI24,3/4/2026,1
238 - UK - RECIFE 2 - 238,2 04 01 008040,MEIA 7/8 ALGODAO PLAYER I24,2,"14,9",35,"7,45",35,"17,5",35,BRICAM COMERCIO VAREJISTA DE ARTIGOS E PRODUTOS LTDA,BRICAM COMERCIO VAREJISTA DE ARTIGOS E P,UNCLE K,INVERNO 2024,ACESSORIOS,ACESSORIOS,NACIONAL,ALGODAO,ACESSORIOS,MEIA,PLAYERI24,3/2/2026,1
240 - UK - RECIFE 3 - 240,2 02 18 008605,TENIS COURO RIO I25,3,447,1407,149,469,469,469,CALCADOS SHELTER INDUSTRIA E COMERCIA LTDA EPP,SHELTER,UNCLE K,INVERNO 2025,CALCADOS,TENIS,NACIONAL,COURO,CALCADOS,TENIS,RIOI25,3/5/2026,1
240 - UK - RECIFE 3 - 240,2 02 18 008605,TENIS COURO RIO I25,1,149,469,149,469,469,469,CALCADOS SHELTER INDUSTRIA E COMERCIA LTDA EPP,SHELTER,UNCLE K,INVERNO 2025,CALCADOS,TENIS,NACIONAL,COURO,CALCADOS,TENIS,RIOI25,4/2/2025,1
226 - UK - RECIFE - 226,2 02 18 00818,TENIS COURO RIO I24,1,142,449,142,449,449,449,CALCADOS SHELTER INDUSTRIA E COMERCIA LTDA EPP,SHELTER,UNCLE K,INVERNO 2024,CALCADOS,TENIS,NACIONAL,COURO,CALCADOS,TENIS,RIOI24,10/15/2024,1
226 - UK - RECIFE - 226,2 02 18 00818,TENIS COURO RIO I24,4,568,1796,142,449,449,449,CALCADOS SHELTER INDUSTRIA E COMERCIA LTDA EPP,SHELTER,UNCLE K,INVERNO 2024,CALCADOS,TENIS,NACIONAL,COURO,CALCADOS,TENIS,RIOI24,3/19/2026,1
226 - UK - RECIFE - 226,2 02 17 007819,SAPATO SIDER COURO WAVE,1,"145,5",359,"145,5",489,359,489,CALCADOS SHELTER INDUSTRIA E COMERCIA LTDA EPP,SHELTER,UNCLE K,INVERNO 2023,CALCADOS,SAPATO,NACIONAL,COURO,MASCULINO,TOPSIDER,WAVE,7/14/2025,1
238 - UK - RECIFE 2 - 238,2 03 11 008108,MOCHILA NY BNT MINI BUK I24,4,560,1996,140,499,499,499,BAG PLANET BOLSAS E ACESSORIOS LTDA,BAG PLANET BOLSAS E ACESSORIOS LTDA,UNCLE K,INVERNO 2024,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON BNT,MOCHILAS BASICAS,MOCHILA,MINIBUKBNTI24,4/16/2024,1
238 - UK - RECIFE 2 - 238,2 03 11 007926,MOCHILA NYLON BNT BUK V24,4,600,2196,150,549,549,549,BAG PLANET BOLSAS E ACESSORIOS LTDA,BAG PLANET BOLSAS E ACESSORIOS LTDA,UNCLE K,VERAO 2024,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON BNT,MOCHILAS BASICAS,MOCHILA,BUKV24,3/20/2025,1
